timestamp,run_timestamp,run_date,status,error_type,error_message,image_dir,mask_dir,label_csv,seg_model,seg_loss,seg_dice,seg_iou,num_total_images,num_eligible_ph,num_ph_train,num_ph_val
2026-02-21T04:26:38,20260221_042638,20260221,failed,OSError,[Errno 22] Invalid argument,C:\Users\brand\Downloads\FYP Code\FYP-Deep-Learning-Assisted-Machine-Vision-for-Photonic-Sensors\images,C:\Users\brand\Downloads\FYP Code\masks,C:\Users\brand\Downloads\FYP Code\FYP-Deep-Learning-Assisted-Machine-Vision-for-Photonic-Sensors\labels.csv,deeplabv3plus_segmentation,nan,nan,nan,160,160,128,32
