timestamp,image_dir,mask_dir,label_csv,labelme_class,seg_model,seg_loss,seg_dice,seg_iou,ph_num_classes,ph_cls_acc,ph_mae,ph_rmse,ph_r2,num_total_images,num_eligible_ph,num_ph_train,num_ph_val
2026-02-17T00:27:22,c:\Users\brand\Downloads\FYP Code\FYP-Deep-Learning-Assisted-Machine-Vision-for-Photonic-Sensors\images,C:\Users\brand\Downloads\FYP Code\masks,c:\Users\brand\Downloads\FYP Code\FYP-Deep-Learning-Assisted-Machine-Vision-for-Photonic-Sensors\labels.csv,hydrogel,deeplabv3plus_segmentation,0.18607300519943237,0.9507420063018799,0.3333333432674408,15,0.03125,1.666942834854126,1.8868015184274645,-0.04366230417796513,160,160,128,32
