timestamp,image_dir,mask_dir,label_csv,seg_model,seg_loss,seg_dice,seg_iou,reg_mae,reg_rmse,reg_r2,num_seg_samples,num_reg_train,num_reg_val
2026-02-14T16:46:04,c:\Users\brand\Downloads\FYP Code\FYP-Deep-Learning-Assisted-Machine-Vision-for-Photonic-Sensors\images,C:\Users\brand\Downloads\FYP Code\masks,c:\Users\brand\Downloads\FYP Code\FYP-Deep-Learning-Assisted-Machine-Vision-for-Photonic-Sensors\labels.csv,deeplabv3plus_segmentation,1.0462263822555542,0.6447345018386841,0.5,1.7520952224731445,1.8154111700154985,0.041942594575157144,26,21,5
